experiment,layer,T_mm,a_mm,g_mm,B0_T,B0_Bx_T,B0_By_T,B0_Bz_T,Bcenter_T,Bcenter_Bx_T,Bcenter_By_T,Bcenter_Bz_T,SF,ResidualRatio,SF_Bx,ResidualRatio_Bx,SF_By,ResidualRatio_By,SF_Bz,ResidualRatio_Bz
fixedT10_g02_ext,4,10.0,2.35,0.2,3.48693141553e-09,-1.63222676802e-09,2.9808380887e-10,7.91053361552e-10,2.00536394135e-09,-1.48757729545e-09,-2.14844566681e-10,1.27658896224e-09,1.738802,0.575109,1.097238,0.911379,1.387439,0.720752,0.619662,1.613784
