case,experiment,layer,T_space_mm,a_mm,g_mm,total_ferrite_thickness_mm,material_volume_mm3,external_field_direction,source_model,B0_T,B0_Bx_T,B0_By_T,B0_Bz_T,Bcenter_T,Bcenter_Bx_T,Bcenter_By_T,Bcenter_Bz_T,IntH2_total,IntH2_L1,IntH2_L2,IntH2_L3,IntH2_L4,comment
fixedT10_g02_N1,fixedT10_g02,1,10.0,10.0,0.0,10.0,1319468.915,x,,,,,,,,,,,,,,single-layer reference
fixedT10_g02_N2,fixedT10_g02,2,10.0,4.9,0.2,9.8,1293079.536,x,,,,,,,,,,,,,,two-layer candidate
fixedT10_g02_N3,fixedT10_g02,3,10.0,3.2,0.2,9.6,1266690.158,x,,,,,,,,,,,,,,three-layer candidate
fixedT10_g02_N4,fixedT10_g02,4,10.0,2.35,0.2,9.4,1240300.780,x,Project100_4ceng_fixedT10_g02_ext / Project100_4ceng_fixedT10_g02_B0,3.48693141553e-09,-1.63222676802e-09,2.9808380887e-10,7.91053361552e-10,2.00536394135e-09,-1.48757729545e-09,-2.14844566681e-10,1.27658896224e-09,,,,,,reused existing formal SF exports; IntH2 still needs matching fixedT10_g02 export
