experiment,layer,T_mm,a_mm,g_mm,B0_T,B0_Bx_T,B0_By_T,B0_Bz_T
fixedT10_g02_B0,4,10.0,2.35,0.2,3.48693141553e-09,-1.63222676802e-09,2.9808380887e-10,7.91053361552e-10
