case_id,Rin_mm,L_mm,N,layer_t_mm,gap_mm,total_ferrite_t_mm,radial_Tspace_mm,SFx,IntH2_total,B0_Bx_T,paper_claim
C2_N4_t015_g008_x,100,200,4,0.15,0.08,0.6,0.84,3.62910729,4.16011287324e-06,1.25663682659e-06,"Chosen as manufacturable validation base, not claimed as global optimum."
