objective_mode,objective_name,t_opt_mm,Qint_opt,B_1Hz_opt_fT_per_sqrtHz,B_avg_1_30_opt_fT_per_sqrtHz,B_max_1_30_opt_fT_per_sqrtHz
f1,B at 1 Hz (fT/sqrtHz),1.5,2.42946313090849e-18,2.245264918192,0.71737188405743,2.245264918192
