case_id,base_case,field_dir,outer_radius_mm,cap_thickness_mm,top_cap,bottom_cap,bottom_hole_r_mm,B0_Bz_T,Bcenter_Bx_T,Bcenter_By_T,Bcenter_Bz_T,Bcenter_Mag_T,SFz,LeakageRatioz,IntH2_total_with_caps,IntH2_ferrite_only,IntH2_caps,source_project,status,notes
ZCAP_C2_N4_single_nanocrystalline_cap_mu50000,C2_N4_t015_g008_z,z,100.84,0.2,True,False,0.0,1.25663644033e-06,-2.24561276761e-08,-5.62343383517e-10,4.32344923541e-07,4.32928085035e-07,2.90655995227,0.344049328561,,,,D:\ferrite\aaaaaaaaximukeji\round2_working\axial_capped_end\ZCAP_C2_N4_single_nanocrystalline_cap_mu50000_shield.aedt,exported_single_nanocrystalline_cap,single +Z nanocrystalline cap; mu_r=50000; cap t=0.20 mm; -Z open; IntH2 skipped
