case_id,field_dir,B0_Bx_T,B0_By_T,B0_Bz_T,B0_Mag_T,source_project,status
B0_reference_z,z,-2.46819833493e-15,-3.36087590345e-14,1.25663644033e-06,1.25663644033e-06,D:\ferrite\aaaaaaaaximukeji\aedt\reference\B0_reference_z.aedt,exported
