case_id,base_case,field_dir,outer_radius_mm,cap_thickness_mm,top_cap,bottom_cap,bottom_hole_r_mm,B0_Bz_T,Bcenter_Bx_T,Bcenter_By_T,Bcenter_Bz_T,Bcenter_Mag_T,SFz,LeakageRatioz,IntH2_total_with_caps,IntH2_ferrite_only,IntH2_caps,source_project,status,notes
ZCAP_C2_N4_two_caps_bottom_hole_r2_ultraquick,C2_N4_t015_g008_z,z,100.84,0.15,True,True,2.0,1.25663644033e-06,,,,,,,,,,D:\ferrite\aaaaaaaaximukeji\round2_working\axial_capped_end\ZCAP_C2_N4_two_caps_bottom_hole_r2_ultraquick_shield.aedt,failed,"ultraquick SFz only; two-end-capped with bottom center wiring hole, r=2 mm; IntH2 and cap mesh op skipped"
