case_id,base_case,field_dir,Rin_mm,L_mm,shell_t_mm,cap_t_mm,cap_side,material,mu_r,sigma_S_per_m,B0_Bz_T,Bcenter_Bx_T,Bcenter_By_T,Bcenter_Bz_T,Bcenter_Mag_T,SFz,LeakageRatioz,IntH2_total,source_project,status,notes
P0_amorphous_single_shell_plusZ_cap_mu10000,B0_reference_z,z,100.0,200.0,0.2,0.2,+Z,amorphous,10000,1,1.25663644033e-06,2.70430076719e-09,-1.35843059762e-09,4.97455203785e-07,4.97464409128e-07,2.52612985203,0.395862468905,,D:\ferrite\aaaaaaaaximukeji\round2_working\p0_amorphous_single_shell_cap\P0_amorphous_single_shell_plusZ_cap_mu10000.aedt,exported,P0 amorphous shell plus single +Z amorphous cap; IntH2 skipped
