case_id,source_project,solution,IntH2_shell,IntH2_cap,IntH2_total,status,notes
P0_amorphous_single_shell_plusZ_cap_mu10000,D:\ferrite\aaaaaaaaximukeji\round2_working\p0_amorphous_single_shell_cap\P0_amorphous_single_shell_plusZ_cap_mu10000.aedt,Setup1 : LastAdaptive,3.87629405415e-07,8.37223591761e-09,3.96001641333e-07,exported,H^2 integral over P0 amorphous shell plus single +Z amorphous cap
